Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,rasio_sem1,rasio_sem2,band_sem1,band_sem2,spp,prodi,status_spp,kelas,gender,beasiswa,debitur,pernikahan,kelompok_usia,sel_progresi,arah_progresi,kelompok_tersembunyi,tahap_funnel,is_dropout,risiko_sem1,risiko_sem2,tingkat_risiko,pendapatan_berisiko
2,7,1,9254,1,3,130.0,1,1,3,4,3,130.0,0,0,0,1,0,0,39,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0.0,0%,0%,Lunas,Tourism,Lunas,Pagi,Perempuan,Tidak,Tidak,Menikah,31-40 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9945,0.9988,Tinggi,0.0
1,39,1,9130,1,40,129.0,1,3,3,2,2,155.3,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout,0.8333,0.9091,>80%,>80%,Lunas,Equinculture,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,26-30 th,Sem1 >80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,1,0.8171,0.8748,Tinggi,0.0
1,17,1,9500,1,1,141.0,1,38,38,7,10,139.8,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate,1.0,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0164,0.0039,Rendah,0.0
1,1,3,171,1,1,125.0,1,38,37,4,9,115.2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.6234,0.4002,Sedang,12006000.0
1,1,2,9500,1,1,125.0,1,19,19,9,9,114.9,0,0,0,1,0,0,18,0,0,7,8,6,13.133333333333333,0,0,8,12,7,12.221428571428572,0,16.2,0.3,-0.92,Graduate,0.8571,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0594,0.0244,Rendah,0.0
1,44,1,9238,1,39,130.0,1,19,1,9,9,131.9,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0377,0.0038,Rendah,0.0
1,17,3,171,1,1,133.0,1,1,37,4,7,126.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.3986,0.7656,Tinggi,22968000.0
1,17,1,9070,1,1,127.0,1,1,1,3,4,130.2,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,0.8333,0.1667,>80%,1-50%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,0,0.5383,0.9939,Tinggi,29817000.0
1,43,1,9070,1,1,116.0,1,1,1,3,3,120.9,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,0.0,0.0,0%,0%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.9976,0.9988,Tinggi,29964000.0
4,42,1,9500,1,19,133.1,1,1,1,5,5,126.0,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,Dropout,0.7143,0.625,50-80%,50-80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Bercerai,26-30 th,Sem1 50-80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.9722,0.9944,Tinggi,0.0
1,1,3,171,1,1,139.0,1,19,19,5,3,128.2,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.1302,0.1356,Rendah,0.0
1,44,1,9003,1,39,130.0,1,19,37,9,9,130.0,1,0,0,1,1,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,1.0,1.0,>80%,>80%,Lunas,Agronomy,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0146,0.0036,Rendah,0.0
1,1,3,9147,1,1,125.0,1,1,38,7,7,120.1,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout,1.0,0.8,>80%,50-80%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.1622,0.3879,Sedang,0.0
1,39,1,9254,1,1,160.0,1,19,37,7,10,100.0,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled,1.0,0.8333,>80%,>80%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,26-30 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.1269,0.1153,Rendah,3459000.0
1,17,1,9147,1,1,148.0,1,38,37,5,5,134.0,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,0.0,0.0,0%,0%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.9934,0.9977,Tinggi,29931000.0
1,17,1,9500,1,1,150.0,1,37,19,8,4,130.8,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0959,0.0141,Rendah,0.0
1,1,1,171,1,1,141.0,1,19,19,5,10,135.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.6408,0.7169,Tinggi,0.0
1,17,4,9254,1,1,118.0,1,38,37,5,7,111.7,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout,0.5,0.1667,1-50%,1-50%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.9671,0.9981,Tinggi,0.0
1,1,2,9773,1,1,142.0,1,38,38,9,9,132.9,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,1.0,0.5,>80%,1-50%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 1-50%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.1375,0.1125,Rendah,0.0
1,17,3,9147,1,1,120.0,1,19,19,4,7,115.5,1,0,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,0.6,0.6,50-80%,50-80%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.9564,0.9847,Tinggi,0.0
1,18,4,9254,1,1,106.0,1,19,37,7,7,106.0,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,0.6667,0.1667,50-80%,1-50%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,1,0.7007,0.9928,Tinggi,0.0
1,17,4,9773,1,1,121.0,1,1,19,9,8,120.3,1,0,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,1.0,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Laki-laki,Ya,Ya,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0903,0.0139,Rendah,0.0
1,17,4,9500,1,1,150.0,1,38,37,9,9,130.8,0,0,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,1.0,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Ya,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0318,0.0132,Rendah,0.0
2,39,1,8014,0,1,120.0,1,37,37,9,6,117.0,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service (malam),Lunas,Malam,Laki-laki,Tidak,Tidak,Menikah,31-40 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0106,0.0009,Rendah,0.0
1,1,6,9853,1,1,114.0,1,19,19,9,9,110.2,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,0.8333,0.8333,>80%,>80%,Lunas,Basic Education,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.6342,0.3348,Sedang,0.0
1,39,1,9991,0,2,140.0,1,3,3,2,2,155.7,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,0.0,0%,0%,Lunas,Management (malam),Lunas,Malam,Laki-laki,Tidak,Tidak,Belum Menikah,31-40 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.997,0.9979,Tinggi,0.0
1,39,1,9003,1,4,160.0,1,3,3,4,2,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,0.5,0.8333,1-50%,>80%,Lunas,Agronomy,Lunas,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,21-25 th,Sem1 1-50% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,1,0.9547,0.9255,Tinggi,0.0
1,17,1,9254,1,1,120.0,1,19,19,4,4,125.5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,1.0,0.6,>80%,50-80%,Lunas,Tourism,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.1552,0.704,Tinggi,21120000.0
2,39,1,8014,0,1,130.0,1,37,37,9,6,110.0,1,0,0,1,0,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate,1.0,0.8333,>80%,>80%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Tidak,Tidak,Menikah,31-40 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.0045,0.0074,Rendah,0.0
1,42,1,9500,1,1,160.0,1,37,38,9,7,161.0,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,0.875,0.875,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0222,0.0035,Rendah,0.0
1,39,1,9670,1,1,120.0,1,1,19,4,5,100.0,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,0.8,1.0,50-80%,>80%,Lunas,Advertising & Marketing,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.0287,0.0093,Rendah,0.0
1,17,1,9070,1,1,124.0,1,19,38,4,0,117.6,1,0,0,1,1,0,20,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,1.0,0.8333,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.0652,0.04,Rendah,0.0
1,1,6,9147,1,1,143.0,1,38,37,9,9,128.7,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,0.8,1.0,50-80%,>80%,Lunas,Management,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 >80%,Membaik,Tidak,3. Lolos Dua Semester,0,0.6801,0.1112,Rendah,3336000.0
1,43,2,9119,1,1,115.0,1,38,19,9,6,112.2,1,0,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled,0.4,0.0,1-50%,0%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Ya,Belum Menikah,<=20 th,Sem1 1-50% -> Sem2 0%,Memburuk,Tidak,1. Gugur di Semester 1,0,0.9956,0.9979,Tinggi,29937000.0
1,39,1,9500,1,1,133.1,1,1,1,4,10,100.8,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0.0,0%,0%,Lunas,Nursing,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9985,0.9987,Tinggi,0.0
1,17,2,9773,1,1,133.1,41,19,1,9,9,105.0,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,1.0,1.0,>80%,>80%,Menunggak,Journalism & Comm,Menunggak,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.8116,0.586,Sedang,0.0
1,15,1,9130,1,1,133.1,41,1,1,4,4,100.0,0,0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,0.3333,0.0,1-50%,0%,Lunas,Equinculture,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,26-30 th,Sem1 1-50% -> Sem2 0%,Memburuk,Tidak,1. Gugur di Semester 1,1,0.9978,0.9991,Tinggi,0.0
2,39,1,9853,1,10,133.1,1,37,34,0,0,115.5,0,0,0,1,0,0,39,0,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout,0.5,0.0,1-50%,0%,Lunas,Basic Education,Lunas,Pagi,Perempuan,Tidak,Tidak,Menikah,31-40 th,Sem1 1-50% -> Sem2 0%,Memburuk,Ya,2. Gugur di Semester 2,1,0.988,0.9994,Tinggi,0.0
2,39,1,8014,0,1,133.1,1,37,19,9,9,114.0,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Tidak,Tidak,Menikah,>40 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0163,0.0029,Rendah,0.0
1,15,1,9119,1,1,130.0,26,38,3,9,2,137.0,1,0,0,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,1.0,0.6,>80%,50-80%,Lunas,Informatics Engineering,Lunas,Pagi,Laki-laki,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,0,0.15,0.9479,Tinggi,28437000.0
1,1,5,9773,1,1,135.0,1,37,1,5,5,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,1.0,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0593,0.0211,Rendah,0.0
1,1,5,9500,1,1,132.0,1,37,37,7,7,120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0169,0.0034,Rendah,0.0
1,1,1,9085,1,1,135.0,1,1,2,9,1,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,1.0,1.0,>80%,>80%,Lunas,Veterinary Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0696,0.0111,Rendah,333000.0
1,1,4,9500,1,1,115.0,1,3,3,2,2,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,0.5714,0.0,50-80%,0%,Menunggak,Nursing,Menunggak,Pagi,Perempuan,Tidak,Ya,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 0%,Memburuk,Ya,2. Gugur di Semester 2,1,0.9982,0.9993,Tinggi,0.0
1,53,1,9085,1,42,130.0,1,38,38,9,9,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,0.8,0.5556,50-80%,50-80%,Lunas,Veterinary Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,21-25 th,Sem1 50-80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.6742,0.9319,Tinggi,0.0
1,1,4,171,1,1,133.1,1,1,1,9,10,110.0,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,0.0,0.0,0%,0%,Lunas,Animation & Multimedia,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,0,0.6865,0.5792,Sedang,0.0
2,39,1,8014,0,1,130.0,1,37,37,6,5,113.5,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,0%,0%,Lunas,Social Service (malam),Lunas,Malam,Perempuan,Tidak,Tidak,Menikah,31-40 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9911,0.9985,Tinggi,0.0
4,39,1,9003,1,12,133.1,1,37,37,9,6,160.0,0,0,0,1,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,1.0,1.0,>80%,>80%,Lunas,Agronomy,Lunas,Pagi,Perempuan,Tidak,Tidak,Bercerai,>40 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0017,0.0013,Rendah,0.0
1,18,1,9853,1,1,123.0,1,19,19,9,7,117.4,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0.0,0%,0%,Lunas,Basic Education,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9912,0.999,Tinggi,0.0
1,51,1,9070,1,1,130.0,1,3,1,2,8,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,1.0,1.0,>80%,>80%,Lunas,Communication Design,Lunas,Pagi,Perempuan,Tidak,Ya,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.2129,0.0331,Rendah,0.0
1,1,2,9238,1,1,122.0,1,37,38,4,7,118.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,0%,0%,Lunas,Social Service,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 0% -> Sem2 0%,Stabil,Tidak,1. Gugur di Semester 1,1,0.9771,0.9958,Tinggi,0.0
1,1,1,9085,1,1,113.0,1,1,1,4,4,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,0.6667,0.6667,50-80%,50-80%,Lunas,Veterinary Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.751,0.8862,Tinggi,0.0
1,1,5,9500,1,1,111.0,1,3,4,4,3,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,0.8571,0.7143,>80%,50-80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 50-80%,Memburuk,Tidak,3. Lolos Dua Semester,1,0.6298,0.9172,Tinggi,0.0
1,17,2,9853,1,1,133.1,1,19,1,9,3,107.0,1,0,0,1,0,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,0.8571,0.4286,>80%,1-50%,Lunas,Basic Education,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 1-50%,Memburuk,Ya,2. Gugur di Semester 2,0,0.9304,0.972,Tinggi,29160000.0
1,1,1,9238,1,1,142.0,1,37,37,6,7,136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,1.0,1.0,>80%,>80%,Lunas,Social Service,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0595,0.0149,Rendah,0.0
1,17,2,9147,1,1,123.0,1,1,38,4,7,115.3,1,0,0,1,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,0.6,0.6,50-80%,50-80%,Lunas,Management,Lunas,Pagi,Perempuan,Ya,Tidak,Belum Menikah,<=20 th,Sem1 50-80% -> Sem2 50-80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.1993,0.6306,Tinggi,18918000.0
1,1,1,9085,1,1,131.0,1,19,19,9,9,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,1.0,1.0,>80%,>80%,Lunas,Veterinary Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.0163,0.0053,Rendah,0.0
1,1,3,9773,1,1,158.0,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,1.0,1.0,>80%,>80%,Lunas,Journalism & Comm,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,0,0.1873,0.0649,Rendah,0.0
1,17,2,9500,1,1,122.0,1,37,37,9,9,131.0,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,0.8571,0.8571,>80%,>80%,Lunas,Nursing,Lunas,Pagi,Perempuan,Tidak,Tidak,Belum Menikah,<=20 th,Sem1 >80% -> Sem2 >80%,Stabil,Tidak,3. Lolos Dua Semester,1,0.3148,0.7576,Tinggi,0.0
